99	went
99	means
98	savings
98	groups
98	owns
98	center
98	investments
98	european
97	approved
97	doing
97	subject
97	really
97	bad
97	boston
97	call
97	secretary
97	programs
97	family
97	toward
96	leading
96	risk
96	role
96	areas
96	legal
96	created
96	construction
96	closely
96	april
96	longer
95	needed
95	angeles
95	allow
95	huge
95	basis
94	managers
94	hurt
94	institutions
94	bond
94	issued
94	ahead
94	manufacturing
93	increasing
93	george
93	view
93	rights
93	caused
92	continuing
92	traded
92	kind
92	seen
92	sharply
91	holders
91	party
91	act
91	done
91	press
91	profits
91	started
91	competition
91	job
90	let
90	north
90	involved
90	hope
90	plc
90	themselves
90	changed
90	build
90	payments
89	labor
89	a.
89	talks
89	personal
89	turned
89	considered
89	side
89	states
89	course
88	daily
88	base
88	activity
88	short-term
88	owned
88	accounts
88	range
88	restructuring
87	situation
87	strategy
87	adds
87	hopes
87	showed
87	claims
87	buyers
87	holdings
87	institute
87	budget
87	indeed
87	telephone
87	percentage
86	parts
86	seems
86	together
86	majority
86	try
86	member
86	estimate
86	television
85	bring
85	name
85	always
85	decided
85	'll
85	earthquake
85	ways
85	simply
85	summer
85	receive
85	smaller
85	directly
85	per
84	attempt
84	boost
84	nothing
84	jumped
84	lynch
84	brokerage
84	machines
83	security
83	contracts
83	makers
83	independent
83	retail
83	britain
83	thus
83	lines
83	worth
83	perhaps
82	instance
82	anything
82	seek
82	partly
82	short
82	usually
82	hours
82	hand
82	became
82	required
82	apparently
82	dec.
82	energy
82	journal
81	'm
81	senate
81	ms.
81	continues
81	holds
81	seem
81	effective
81	rest
81	me
81	sent
81	western
81	canada
81	community
81	merrill
80	main
80	wanted
80	reserves
80	directors
80	bills
80	forced
80	computers
80	bankers
80	initial
80	partner
79	followed
79	won
79	sign
79	believes
79	giant
79	rules
79	supply
79	contributed
79	dividend
79	near
79	`
79	designed
78	war
78	plunge
78	wednesday
78	comes
78	widely
78	form
78	car
78	protection
78	earned
78	closing
78	yen
78	response
78	germany
78	ability
78	final
78	gas
78	portfolio
78	actually
77	over-the-counter
77	district
77	dealers
77	single
77	staff
77	article
77	behind
77	auto
77	various
77	property
77	size
77	associates
77	electric
76	require
76	overall
76	moves
76	conditions
76	black
76	partners
76	central
76	buy-out
76	whole
76	yield
76	damage
76	network
76	conference
76	post
75	opened
75	announcement
75	rising
75	history
75	suit
75	produced
75	crash
75	declines
75	legislation
75	running
75	spent
74	offset
74	spokeswoman
74	leader
74	minimum
74	focus
74	vote
74	france
74	unless
74	project
74	highly
74	step
74	resources
73	fully
73	drug
73	airlines
73	separate
73	negotiations
73	media
73	offers
73	prime
73	school
73	needs
73	adding
73	chemical
73	gave
72	separately
72	thursday
72	brokers
72	advertising
72	attorney
72	serious
72	leave
72	moreover
72	charles
72	cases
72	transportation
72	overseas
72	night
72	futures
72	shareholder
72	countries
71	medical
71	relatively
71	interview
71	sharp
71	young
71	man
71	january
71	brought
71	benefit
71	leaders
71	flat
70	sense
70	jr.
70	active
70	signed
70	congressional
70	transactions
70	block
70	options
70	canadian
70	feel
70	produce
70	provided
69	lehman
69	takes
69	specific
69	peter
69	clients
69	expenses
69	remaining
69	measure
69	provides
69	hands
69	matter
69	quarterly
68	morning
68	across
68	fear
68	existing
68	moved
68	advanced
68	reach
68	inflation
68	proceeds
68	pacific
68	necessary
68	men
67	maintain
67	stay
67	hutton
67	introduced
67	letter
67	goods
67	developed
67	tokyo
67	paying
67	avoid
67	neither
67	operation
67	shows
67	organization
67	stop
67	east
67	improved
67	goes
66	settlement
66	appears
66	light
66	source
66	natural
66	alone
66	rule
66	greater
66	cause
66	create
66	else
66	slow
66	larger
65	develop
65	improve
65	sector
65	cited
65	moving
65	activities
65	direct
65	thomas
65	indicated
65	shearson
65	note
65	tough
65	december
65	substantial
65	benefits
65	totaled
65	spring
65	valued
65	r.
64	gained
64	morgan
64	mostly
64	concerned
64	talk
64	built
64	attention
64	sure
64	merger
64	play
64	quality
64	date
63	taxes
63	add
63	venture
63	chance
63	soviet
63	details
63	care
63	payment
63	figure
63	beyond
63	regional
63	expectations
63	motors
63	session
63	term
63	german
63	willing
63	nor
62	evidence
62	attributed
62	minister
62	purchases
62	troubled
62	publicly
62	strength
62	mortgage
62	everyone
62	managing
62	saw
62	lack
62	regulators
62	mark
62	factors
62	battle
62	e.
62	marks
62	clearly
62	increasingly
62	team
62	fight
62	so-called
62	entire
62	success
62	strike
61	judge
61	'd
61	airline
61	giving
61	certainly
61	unchanged
61	decade
61	study
61	elected
61	game
61	questions
61	field
61	pretax
61	appear
61	positions
61	typically
61	currency
61	target
60	trouble
60	institutional
60	rep.
60	approach
60	allowed
60	cars
60	asset
60	eventually
60	brothers
60	convertible
60	filing
60	margins
60	modest
60	weak
60	preferred
60	win
60	leveraged
59	believed
59	climbed
59	negative
59	provision
59	french
59	regulatory
59	democratic
59	spend
59	agencies
59	met
59	prevent
59	immediately
59	november
59	space
59	himself
59	motor
59	roughly
58	accept
58	difference
58	prepared
58	newspaper
58	planning
58	cover
58	anyone
58	falling
58	gives
58	fees
58	women
58	manufacturers
58	opening
58	returns
58	stand
58	internal
58	reflecting
58	true
58	substantially
58	idea
58	m.
57	combined
57	auction
57	resigned
57	primarily
57	military
57	software
57	experts
57	deficit
57	priced
57	limit
57	passed
57	complete
57	projects
56	ready
56	ending
56	facilities
56	list
56	jobs
56	actual
56	sometimes
56	opportunity
56	bankruptcy
56	broad
56	electronics
56	carry
56	interested
56	declining
56	headed
56	items
56	raising
56	delivery
56	weekend
56	authority
56	considering
56	rejected
56	plus
55	children
55	recovery
55	aimed
55	popular
55	standards
55	push
55	ual
55	speculation
55	worked
55	familiar
55	floor
55	steps
55	environmental
55	consumers
55	hour
55	expand
55	plunged
55	stores
55	works
55	cuts
55	offices
55	commerce
55	sought
54	represents
54	pending
54	heavily
54	rally
54	finally
54	affected
54	campaign
54	forces
54	highest
54	kept
54	parties
54	gold
54	tried
54	aid
54	customer
54	collapse
54	quoted
54	mean
54	corporations
54	trend
53	plants
53	provisions
53	reflect
53	spread
53	reduction
53	amounts
53	grew
53	eastern
53	dispute
53	measures
53	tv
53	test
53	junk
53	columbia
53	steel
53	us$
52	stephen
52	amid
52	unlike
52	confirmed
52	faces
52	b.
52	drive
52	traditional
52	profitable
52	wrong
52	established
52	materials
52	option
52	leaving
52	requirements
52	version
52	package
52	appeared
52	involving
52	accounting
52	stanley
52	expensive
52	housing
52	principal
52	partnership
52	funding
52	events
51	individuals
51	policies
51	relations
51	paul
51	economist
51	monthly
51	review
51	direction
51	lose
51	everything
51	bigger
51	americans
51	capacity
51	electronic
51	mutual
51	read
51	listed
51	forecast
51	placed
51	environment
51	magazine
51	particular
51	mind
51	economists
51	world-wide
51	competitors
51	except
51	released
50	sources
50	affect
50	favor
50	opposition
50	de
50	managed
50	minutes
50	l.
50	runs
50	sen.
50	store
50	core
50	actions
50	story
50	ownership
50	portion
50	practice
50	year-ago
50	controls
50	investigation
50	producer
50	experience
50	launched
50	starting
50	tell
50	comparable
50	human
50	dividends
49	thousands
49	uncertainty
49	associated
49	land
49	quite
49	am
49	equal
49	goldman
49	book
49	supreme
49	original
49	minority
49	section
49	hong
49	failure
49	ones
49	tomorrow
49	follows
49	salomon
49	waiting
49	numbers
49	present
49	engineering
49	advance
49	weakness
49	technical
49	gets
49	discount
49	throughout
49	remained
48	reflects
48	lawyers
48	decide
48	-
48	easy
48	goal
48	virtually
48	operate
48	northern
48	conservative
48	successful
48	owner
48	fed
48	n.j.
48	c.
48	talking
48	controlled
48	trial
48	settled
48	alleged
48	showing
48	charged
48	image
48	smith
48	ruling
48	consultant
48	putting
48	properties
48	grow
48	houses
48	values
47	hugo
47	responsible
47	elsewhere
47	keeping
47	balance
47	lawmakers
47	yields
47	afternoon
47	pace
47	signs
47	soared
47	slowing
47	treatment
47	mainly
47	bids
47	purchased
47	competitive
47	mass.
47	extremely
47	prior
47	ad
47	double
47	social
47	exports
46	none
46	adviser
46	southern
46	risks
46	joined
46	entertainment
46	producers
46	backed
46	kong
46	agree
46	w.
46	asking
46	stronger
46	sachs
46	ease
46	uses
46	editor
46	retirement
46	bay
46	bidding
46	hurricane
46	thrift
46	debate
46	tender
45	fairly
45	ventures
45	confidence
45	release
45	centers
45	bureau
45	employee
45	u.k.
45	suggest
45	stopped
45	room
45	ohio
45	citing
45	travel
45	losing
45	headquarters
45	powerful
45	opinion
45	whom
45	safety
45	volatility
45	civil
45	delay
45	red
45	trader
45	h.
45	woman
45	revised
45	#
45	contrast
45	frank
45	twice
45	fears
44	determined
44	surged
44	event
44	developing
44	hundreds
44	appeal
44	usual
44	affairs
44	gone
44	effects
44	manhattan
44	outlook
44	commodity
44	break
44	council
44	deals
44	paris
44	felt
44	justice
44	restrictions
44	happen
44	edward
44	expansion
44	chemicals
44	phone
44	fewer
44	discussions
44	alan
44	person
44	expressed
44	pretty
44	jump
44	annually
44	live
44	wide
43	hill
43	operates
43	proposals
43	owners
43	deposit
43	reasons
43	primary
43	sells
43	positive
43	books
43	initially
43	water
43	seemed
43	painewebber
43	begun
43	age
43	opposed
43	returned
43	chapter
43	trades
43	represent
43	critics
43	st.
43	advantage
43	reagan
43	refused
43	reform
43	petroleum
43	ask
42	someone
42	express
42	argue
42	doubt
42	aug.
42	lawyer
42	nations
42	debentures
42	valley
42	significantly
42	prove
42	buyer
42	intended
42	voted
42	wrote
42	reflected
42	reaction
42	possibility
42	park
42	county
42	survey
42	serve
42	healthy
42	output
42	one-time
42	claim
42	choice
42	negotiating
42	supplies
42	ordered
42	laws
42	protect
42	maybe
42	accepted
42	mixed
42	broadcasting
42	boosted
42	acquisitions
42	assistant
42	machine
42	donald
42	deposits
42	slipped
42	save
42	chain
42	ford
41	worry
41	temporarily
41	n.y.
41	threat
41	finished
41	hearing
41	fair
41	influence
41	suggested
41	bear
41	pension
41	puts
41	flow
41	crisis
41	miles
41	feet
41	disclose
41	invest
41	prospects
41	subordinated
41	providing
41	formed
41	matters
41	unable
41	premium
41	worried
41	rival
41	upon
41	complex
41	police
40	maturity
40	follow
40	t.
40	predicted
40	homes
40	suspended
40	aircraft
40	shift
40	attract
40	critical
40	emergency
40	export
40	accord
40	improvement
40	setting
40	recession
40	suffered
40	denied
40	moment
40	cutting
40	rumors
40	decisions
40	tend
40	brown
40	panel
40	unusual
40	suggests
40	pursue
40	normal
40	material
40	sort
40	ground
40	temporary
40	election
40	consulting
40	surge
40	producing
40	rapidly
40	request
40	extended
39	fire
39	gross
39	ministry
39	creditors
39	discuss
39	structure
39	heart
39	alternative
39	intends
39	volatile
39	jack
39	model
39	otherwise
39	democrats
39	s.
39	abroad
39	consecutive
39	real-estate
39	heard
39	spot
39	professional
39	bit
39	resolution
39	hostile
39	reporters
39	quick
39	telecommunications
39	basic
39	houston
39	f.
39	global
39	italy
39	access
39	played
39	worse
39	words
38	opportunities
38	drexel
38	challenge
38	shown
38	employment
38	commitments
38	pharmaceutical
38	representatives
38	representing
38	segment
38	declared
38	indicate
38	exchanges
38	extra
38	costly
38	acquiring
38	certificates
38	ltd
38	aggressive
38	adopted
38	sound
38	deputy
38	strategic
38	resulting
38	views
38	lending
38	calif
38	burnham
38	ag
38	disaster
38	season
38	wake
38	players
38	differences
38	triggered
38	thinks
38	s.a.
38	front
38	faced
38	cable
38	happened
38	distribution
38	tumbled
37	condition
37	promise
37	halt
37	jan.
37	professor
37	collapsed
37	no.
37	dallas
37	sides
37	century
37	committed
37	reducing
37	utilities
37	allowing
37	society
37	drugs
37	client
37	joseph
37	unlikely
37	typical
37	privately
37	specialty
37	couple
37	rapid
37	immediate
37	millions
37	served
37	army
37	succeeds
37	seats
37	adjusted
37	replace
37	door
37	obtain
37	newly
37	pound
36	launch
36	style
36	regulations
36	split
36	somewhat
36	older
36	design
36	fraud
36	per-share
36	town
36	region
36	imports
36	college
36	succeed
36	pact
36	litigation
36	accused
36	write
36	assume
36	radio
36	via
36	statistics
36	hired
36	requires
36	proceedings
36	utility
36	concluded
36	ruled
36	reorganization
36	processing
36	pushed
36	carried
36	pick
36	lambert
36	warned
36	forecasts
36	fallen
36	practices
36	underlying
36	seeks
36	realize
36	weekly
35	awarded
35	leadership
35	class
35	heads
35	urged
35	calling
35	written
35	rating
35	aerospace
35	guaranteed
35	worst
35	sees
35	extraordinary
35	slide
35	slowdown
35	publishing
35	discovered
35	type
35	turmoil
35	stage
35	argued
35	commitment
35	movement
35	equivalent
35	pricing
35	truck
35	guarantee
35	finding
35	grand
35	mrs.
35	pence
35	quarters
35	conventional
35	extent
35	word
35	fast
35	automotive
35	troubles
35	turning
35	governments
35	circumstances
35	status
35	facility
35	excluding
35	shortly
35	urban
35	thrifts
35	founder
35	february
35	york-based
34	simple
34	reporting
34	hills
34	jersey
34	meetings
34	tons
34	prudential-bache
34	targets
34	strongly
34	piece
34	fine
34	p.m.
34	resulted
34	politics
34	supposed
34	rebound
34	enormous
34	guilty
34	death
34	illegal
34	banker
34	ensure
34	factor
34	match
34	florida
34	extend
34	criminal
34	louis
34	anticipated
34	walter
34	looks
34	retain
34	sets
34	dozen
34	margin
34	changing
34	30-year
34	relief
34	severe
34	bridge
34	confident
34	korea
34	colleagues
34	operator
34	possibly
34	ties
34	farmers
34	conn.
34	regarding
34	traffic
33	contends
33	entered
33	pushing
33	participants
33	lawsuit
33	tests
33	nevertheless
33	devices
33	cities
33	expense
33	progress
33	england
33	observers
33	understand
33	crucial
33	facing
33	doubled
33	expanding
33	nature
33	moderate
33	code
33	stock-index
33	comments
33	appropriate
33	closer
33	reputation
33	seeing
33	bottom
33	becoming
33	favorable
33	attractive
33	settle
33	introduce
33	publisher
33	exactly
33	easily
33	faster
33	switzerland
33	preliminary
33	signal
33	vehicle
33	china
33	file
33	hotel
33	administrative
32	elections
32	badly
32	whatever
32	trends
32	everybody
32	surprised
32	manufacturer
32	wage
32	investing
32	relationship
32	thin
32	track
32	regular
32	knows
32	instruments
32	philip
32	hot
32	playing
32	road
32	film
32	concept
32	toronto
32	nuclear
32	ibm
32	continental
32	mail
32	victims
32	fourth-quarter
32	caught
32	handle
32	names
32	high-yield
32	elaborate
32	easier
32	pass
32	task
32	presence
32	described
32	users
32	generate
32	answer
32	creating
32	excess
32	soft
32	visit
32	s&p
32	limits
32	agreements
32	generation
31	stations
31	nobody
31	carrier
31	nervous
31	applications
31	ultimately
31	wait
31	exposure
31	identify
31	speed
31	covered
31	junk-bond
31	ratings
31	aside
31	warrants
31	one-third
31	mexico
31	jointly
31	!
31	two-thirds
31	fundamental
31	assistance
31	prompted
31	liability
31	advice
31	flight
31	numerous
31	becomes
31	aware
31	liquidity
31	broker
31	mass
31	controversial
31	damages
31	join
31	g.
31	australia
31	ought
31	turns
31	documents
31	monetary
31	weaker
31	living
31	fixed
31	merely
31	ran
30	safe
30	studies
30	jury
30	brief
30	approve
30	australian
30	sensitive
30	frequently
30	specialist
30	mortgages
30	steady
30	voting
30	claimed
30	plummeted
30	models
30	fighting
30	coast
30	dramatic
30	exercise
30	shot
30	quake
30	pulled
30	roll
30	martin
30	dean
30	announce
30	eye
30	potentially
30	achieved
30	blue
30	helping
30	check
30	consultants
30	disappointing
30	agents
30	resume
30	secondary
30	import
30	normally
30	combination
30	square
30	blame
30	encourage
30	ads
30	audience
30	sit
30	profitability
30	predict
30	promised
30	commodities
30	restaurant
30	compares
30	damaged
30	handful
30	ii
30	formal
30	intense
30	sunday
30	criticism
30	affiliate
30	par
30	learned
30	insist
30	communist
30	transfer
30	minor
30	fifth
30	fellow
30	encouraged
30	recorded
30	sec
29	wonder
29	principle
29	responsibility
29	authorities
29	criticized
29	technologies
29	invested
29	brands
29	looked
29	renewed
29	rich
29	sluggish
29	considerable
29	education
29	procedures
29	panic
29	expire
29	exceed
29	counsel
29	identified
29	warning
29	hoped
29	projections
29	cooperation
29	republican
29	eliminate
29	club
29	carries
29	apply
29	demands
29	replaced
29	hear
29	unsecured
29	surprising
29	obligation
29	picture
29	harder
29	bell
29	lowered
29	impossible
29	tight
29	stable
29	citizens
29	sun
29	tied
29	moody
29	effectively
29	gap
29	developments
29	downturn
29	ranging
29	researchers
29	viewed
29	mother
29	vehicles
29	registered
29	site
29	determine
29	residents
29	applied
29	buildings
29	pictures
29	threatened
29	formerly
29	grown
29	votes
29	odds
28	massive
28	sterling
28	municipal
28	assuming
28	lawrence
28	delayed
28	permanent
28	metal
28	quiet
28	sophisticated
28	totaling
28	involve
28	veto
28	daniel
28	bringing
28	mich.
28	ban
28	reasonable
28	arm
28	sell-off
28	newspapers
28	financially
28	divided
28	appointed
28	middle
28	branch
28	reading
28	accounted
28	advisers
28	optimistic
28	soviets
28	distributed
28	candidates
28	causing
28	statements
28	metropolitan
28	career
28	cautious
28	complained
28	maximum
28	wave
28	telegraph
28	acknowledged
28	philadelphia
28	supported
28	indication
28	overnight
28	expanded
28	branches
28	exclusive
28	republicans
28	lawsuits
28	selected
28	stood
28	retired
28	conduct
28	institution
28	leaves
28	died
28	art
28	records
28	message
28	mae
28	apart
28	membership
28	remove
28	giants
28	watch
28	respond
28	offerings
28	revenues
28	purchasing
28	miami
28	video
27	behalf
27	cold
27	decades
27	robust
27	dr.
27	trucks
27	shipments
27	chips
27	types
27	seat
27	lives
27	leads
27	digital
27	schedule
27	defendants
27	slid
27	manage
27	discussing
27	represented
27	victory
27	title
27	hospital
27	agent
27	crime
27	narrow
27	arbitrage
27	covering
27	modern
27	culture
27	shopping
27	purpose
27	fresh
27	lenders
27	dealing
27	published
27	subsidiaries
27	retailer
27	packaging
27	widespread
27	spain
27	besides
27	friends
27	handling
27	poland
27	behavior
27	variety
27	alternatives
27	plenty
27	arrangement
27	chase
27	wife
27	watching
27	lee
27	b
27	speech
27	vary
27	inside
27	engaged
27	stock-market
27	rivals
27	johnson
27	desire
27	explain
27	population
27	shipping
27	body
27	connection
27	two-year
27	surprise
27	delays
26	families
26	proved
26	interstate
26	taxpayers
26	sports
26	dealer
26	priority
26	defend
26	jaguar
26	attempting
26	star
26	pages
26	deliver
26	marketplace
26	enter
26	appeals
26	begins
26	francs
26	merge
26	apple
26	ronald
26	aggressively
26	insured
26	iii
26	comparison
26	economics
26	billions
26	divisions
26	standing
26	coverage
26	sustained
26	sudden
26	arizona
26	occurred
26	feeling
26	linked
26	representative
26	constitutional
26	organizations
26	round
26	send
26	manages
26	fuel
26	santa
26	dead
26	purposes
26	places
26	magazines
26	singapore
26	movie
26	voters
26	golden
26	prospect
26	sony
26	developer
26	crude
25	guy
25	pilots
25	watched
25	fla.
25	stakes
25	disappointed
25	participation
25	noting
25	antitrust
25	personnel
25	swiss
25	table
25	senators
25	responded
25	compromise
25	contributions
25	factory
25	eased
25	driving
25	strategies
25	solid
25	argument
25	takeovers
25	amendment
25	recovered
25	prefer
25	backing
25	definitive
25	scientists
25	hoping
25	science
25	swings
25	recover
25	parents
25	indicates
25	succeeded
25	station
25	advertisers
25	son
25	p.
25	essentially
25	la
25	reluctant
25	promote
25	bailout
25	gm
25	attempts
25	remarks
25	intent
25	shop
25	analysis
25	deep
25	politicians
25	high-risk
25	competing
25	negotiated
25	acts
25	originally
25	assumption
25	specifically
25	risen
25	household
25	schools
25	suddenly
25	airways
25	successor
25	establish
25	a.m.
25	foundation
25	fee
25	fashion
25	portfolios
25	farm
25	warner
25	expecting
25	nationwide
25	ends
25	consideration
24	draw
24	forward
24	bob
24	luxury
24	industrials
24	calculated
24	christopher
24	payable
24	vs.
24	argues
24	brand
24	blamed
24	witter
24	freedom
24	waste
24	allegations
24	sea
24	contend
24	pentagon
24	royal
24	subcommittee
24	cheap
24	permit
24	location
24	stories
24	timing
24	students
24	retailing
24	expert
24	sam
24	attached
24	scientific
24	difficulties
24	edge
24	father
24	authorized
24	shape
24	cheaper
24	peabody
24	broader
24	detroit
24	drew
24	five-year
24	legislative
24	address
24	friend
24	killed
24	minneapolis
24	baseball
24	focused
24	wish
24	approximately
24	comfortable
24	obviously
24	guarantees
24	mac
24	mercantile
24	gorbachev
24	attitude
24	receipts
24	saturday
24	holder
24	choose
24	gamble
24	link
24	underwriters
24	permitted
24	prison
24	detailed
24	benchmark
24	sir
24	uncertain
24	fannie
24	steven
24	scale
24	six-month
24	pressures
24	rallied
24	bet
24	exxon
24	incentives
24	reforms
24	experienced
24	friendly
24	broke
24	plastic
24	citicorp
24	morris
24	kidder
24	evening
24	slower
24	alliance
24	broken
24	child
24	upward
24	boards
24	versions
24	ratio
24	merchandise
24	initiative
24	theory
24	referring
24	regulation
24	1970s
24	improvements
23	cross
23	networks
23	meant
23	slowed
23	ill.
23	host
23	buy-back
23	acting
23	carrying
23	democracy
23	papers
23	parliament
23	indications
23	aide
23	filled
23	d.c.
23	health-care
23	struck
23	speculators
23	worker
23	compete
23	courts
23	liberal
23	roger
23	allows
23	sufficient
23	edition
23	associate
23	turnover
23	scandal
23	borrowing
23	douglas
23	cancer
23	structural
23	love
23	freddie
23	falls
23	buy-outs
23	pieces
23	secured
23	atlantic
23	depending
23	anticipation
23	channel
23	integrated
23	letters
23	shut
23	wholesale
